date,1. open,2. high,3. low,4. close,5. volume
2014-10-31,74.93,75.7,74.45,74.99,44544325.0
2014-10-30,75.05,75.35,72.9,74.11,83269554.0
2014-10-29,75.45,76.88,74.78,75.86,106119520.0
2014-10-28,80.18,81.16,79.57,80.77,74211768.0
2014-10-27,80.74,80.8,79.76,80.28,30168921.0
2014-10-24,80.2,80.8183,79.32,80.67,32247520.0
2014-10-23,79.38,80.63,79.01,80.04,35055800.0
2014-10-22,78.815,79.85,78.01,78.37,41862393.0
2014-10-21,77.56,78.74,77.15,78.69,32252403.0
2014-10-20,75.6,77.09,75.38,76.95,34701260.0
2014-10-17,74.23,76.0,73.75,75.95,76341638.0
2014-10-16,70.79,73.35,70.58,72.63,53529459.0
2014-10-15,71.69,73.8,70.32,73.21,61528317.0
2014-10-14,74.0,74.18,72.05,73.59,50299288.0
2014-10-13,73.23,74.78,72.52,72.99,43937638.0
2014-10-10,75.59,76.5,72.76,72.91,52146162.0
2014-10-09,77.28,77.7601,75.85,75.91,32487174.0
2014-10-08,76.18,77.71,75.1,77.52,32975514.0
2014-10-07,77.05,77.95,76.24,76.29,25317488.0
2014-10-06,77.19,77.89,76.85,77.555,25729191.0
2014-10-03,77.76,78.06,77.26,77.44,23340173.0
2014-10-02,76.57,77.48,75.64,77.08,36487612.0
2014-10-01,78.78,78.82,75.9,76.55,55090157.0
2014-09-30,79.35,79.7067,78.6,79.04,35899444.0
2014-09-29,78.12,79.199,77.91,79.0,34030635.0
2014-09-26,77.59,78.8416,77.33,78.79,28872012.0
2014-09-25,78.6,78.94,77.13,77.22,37354970.0
2014-09-24,78.1,78.62,77.51,78.535,30596541.0
2014-09-23,76.33,78.63,76.04,78.29,36721000.0
2014-09-22,77.0,77.53,75.95,76.8,31917700.0
2014-09-19,77.4,78.3,76.44,77.91,76638600.0
2014-09-18,76.77,77.33,76.52,77.0,22983300.0
2014-09-17,75.96,77.25,75.57,76.43,28647200.0
2014-09-16,73.52,76.23,73.07,76.08,37672600.0
2014-09-15,77.15,77.25,73.43,74.58,49576900.0
2014-09-12,78.02,78.3,77.1,77.48,26676800.0
2014-09-11,77.13,78.36,77.05,77.92,32219000.0
2014-09-10,76.52,77.95,76.51,77.43,29864000.0
2014-09-09,77.59,78.17,76.2,76.67,28769300.0
2014-09-08,77.26,78.17,77.01,77.89,28149300.0
2014-09-05,76.1,77.38,75.598,77.26,29407300.0
2014-09-04,75.89,76.93,75.53,75.95,26625500.0
2014-09-03,77.14,77.48,75.6,75.83,32330200.0
2014-09-02,75.01,76.7,74.82,76.68,34785800.0
2014-08-29,74.3,74.82,74.01,74.82,26224300.0
2014-08-28,74.0,74.43,73.73,73.855,21922800.0
2014-08-27,75.27,75.49,74.46,74.63,36238700.0
2014-08-26,75.0,75.99,74.73,75.9601,23886100.0
2014-08-25,74.94,75.28,74.79,75.02,19691100.0
2014-08-22,74.34,74.73,73.57,74.57,20874600.0
2014-08-21,74.92,75.19,74.4149,74.57,20075900.0
2014-08-20,74.97,75.18,74.62,74.81,22878000.0
2014-08-19,74.81,75.58,74.77,75.29,26618600.0
2014-08-18,74.0,74.72,73.96,74.59,23913200.0
2014-08-15,74.32,74.65,73.0,73.63,38846600.0
2014-08-14,73.97,74.38,73.69,74.296,22182800.0
2014-08-13,73.12,74.25,73.05,73.77,29198500.0
2014-08-12,73.09,73.3301,72.22,72.83,27374400.0
2014-08-11,73.46,73.91,73.06,73.44,24544100.0
2014-08-08,73.4,73.43,72.56,73.06,27155700.0
2014-08-07,73.0,74.0,72.7,73.17,38093400.0
2014-08-06,72.02,73.72,71.79,72.47,30940200.0
2014-08-05,73.2,73.59,72.18,72.69,34820400.0
2014-08-04,72.36,73.88,72.36,73.51,30656900.0
2014-08-01,72.22,73.22,71.55,72.36,43456400.0
2014-07-31,74.0,74.165,72.44,72.65,43909200.0
2014-07-30,74.21,75.19,74.13,74.677,36823000.0
2014-07-29,74.72,74.92,73.4229,73.71,41126900.0
2014-07-28,75.17,75.5,73.85,74.92,41640000.0
2014-07-25,74.99,75.67,74.662,75.19,45823100.0
2014-07-24,75.96,76.74,74.51,74.98,124006900.0
2014-07-23,69.74,71.33,69.61,71.29,77435900.0
2014-07-22,69.76,69.77,68.61,69.27,40301800.0
2014-07-21,68.81,69.96,68.5,69.4,49431600.0
2014-07-18,66.8,68.46,66.16,68.4199,42262200.0
2014-07-17,67.03,67.85,66.04,66.4099,38024200.0
2014-07-16,67.54,67.94,67.07,67.66,29541600.0
2014-07-15,67.96,68.0899,66.26,67.165,44213200.0
2014-07-14,67.13,68.17,66.9,67.9,38468000.0
2014-07-11,65.28,66.59,64.79,66.34,39167800.0
2014-07-10,63.31,65.34,63.05,64.8725,44388200.0
2014-07-09,63.41,65.12,63.15,64.97,51378000.0
2014-07-08,65.06,65.56,62.21,62.76,68855600.0
2014-07-07,66.3,66.57,65.12,65.29,28707100.0
2014-07-03,66.855,67.0,65.76,66.29,25203200.0
2014-07-02,68.04,68.3,65.79,66.45,41805900.0
2014-07-01,67.58,68.44,67.39,68.06,33166100.0
2014-06-30,67.46,67.92,67.13,67.29,27102800.0
2014-06-27,67.31,67.7,66.84,67.6,46444300.0
2014-06-26,68.0,68.0,66.9,67.13,47646700.0
2014-06-25,65.58,67.48,65.57,67.44,44245500.0
2014-06-24,65.36,67.17,65.27,65.72,57284100.0
2014-06-23,64.32,65.66,64.22,65.37,34434000.0
2014-06-20,64.46,64.81,63.35,64.5,46407900.0
2014-06-19,65.46,65.5756,64.21,64.3415,34133800.0
2014-06-18,64.49,65.75,64.05,65.6,35493200.0
2014-06-17,64.1,64.88,63.93,64.4,27636500.0
2014-06-16,64.16,64.88,63.75,64.19,30856800.0
2014-06-13,64.7,64.97,63.83,64.5,29383800.0
2014-06-12,65.85,66.47,64.06,64.2901,55642800.0
2014-06-11,65.32,65.8,64.9,65.781,44158300.0
2014-06-10,63.53,65.82,63.5,65.77,69206900.0
2014-06-09,62.4,63.34,61.79,62.88,37573600.0
2014-06-06,63.37,63.48,62.15,62.5,42386300.0
2014-06-05,63.66,64.36,62.82,63.186,47352000.0
2014-06-04,62.45,63.59,62.07,63.34,36514000.0
2014-06-03,62.62,63.42,62.32,62.87,32217000.0
2014-06-02,63.23,63.59,62.05,63.08,35947400.0
2014-05-30,63.95,64.17,62.56,63.3,45253500.0
2014-05-29,63.84,64.3,63.51,63.83,42700000.0
2014-05-28,63.39,64.14,62.62,63.51,47795000.0
2014-05-27,61.62,63.51,61.57,63.48,55682000.0
2014-05-23,60.41,61.45,60.15,61.351,38294000.0
2014-05-22,60.94,61.48,60.4,60.52,54200000.0
2014-05-21,58.56,60.5,58.25,60.49,58992000.0
2014-05-20,59.5,60.19,58.18,58.56,53931000.0
2014-05-19,57.89,59.56,57.57,59.21,43034000.0
2014-05-16,58.31,58.45,57.31,58.0199,47933000.0
2014-05-15,59.26,59.38,57.52,57.919,56814000.0
2014-05-14,59.53,60.45,58.95,59.23,47429000.0
2014-05-13,59.66,60.89,59.51,59.83,48525000.0
2014-05-12,57.98,59.9,57.98,59.83,48575000.0
2014-05-09,56.85,57.65,56.38,57.24,52584000.0
2014-05-08,57.23,58.82,56.5,56.76,61251000.0
2014-05-07,58.77,59.3,56.26,57.39,78587000.0
2014-05-06,60.98,61.15,58.49,58.53,55901000.0
2014-05-05,59.67,61.35,59.18,61.22,46057000.0
2014-05-02,61.3,61.89,60.18,60.46,54189000.0
2014-05-01,60.43,62.28,60.21,61.15,82429000.0
2014-04-30,57.58,59.85,57.16,59.78,76093000.0
2014-04-29,56.09,58.28,55.84,58.15,75557000.0
2014-04-28,58.05,58.31,54.66,56.14,107758000.0
2014-04-25,59.97,60.01,57.57,57.71,92502000.0
2014-04-24,63.6,63.65,59.77,60.87,138769000.0
2014-04-23,63.45,63.48,61.26,61.36,96565000.0
2014-04-22,62.65,63.44,62.22,63.0301,60631000.0
2014-04-21,59.46,61.24,59.15,61.24,60364000.0
2014-04-17,59.3,60.58,58.72,58.94,88040000.0
2014-04-16,59.79,60.19,57.74,59.72,78774000.0
2014-04-15,59.29,59.68,55.88,59.09,108623000.0
2014-04-14,60.09,60.45,57.78,58.89,72325000.0
2014-04-11,57.6,60.31,57.31,58.53,91452000.0
2014-04-10,63.08,63.18,58.68,59.16,114988000.0
2014-04-09,59.63,62.4558,59.1882,62.41,100215000.0
2014-04-08,57.68,58.71,57.17,58.1901,78836000.0
2014-04-07,55.9,58.0,55.44,56.95,108488000.0
2014-04-04,59.94,60.2,56.32,56.749,125214400.0
2014-04-03,62.55,63.17,59.13,59.49,83859000.0
2014-04-02,63.21,63.91,62.21,62.72,66277000.0
2014-04-01,60.46,62.66,60.24,62.62,59291000.0
2014-03-31,60.78,61.52,59.87,60.24,53011000.0
2014-03-28,61.34,61.95,59.335,60.01,67052000.0
2014-03-27,60.51,61.9,57.98,60.97,112650000.0
2014-03-26,64.74,64.95,60.37,60.385,97503900.0
2014-03-25,64.89,66.19,63.78,64.89,68786000.0
2014-03-24,67.19,67.36,63.36,64.1,85696000.0
2014-03-21,67.53,67.92,66.1786,67.24,59999900.0
2014-03-20,68.01,68.23,66.82,66.97,44439000.0
2014-03-19,69.17,69.29,67.465,68.24,43981000.0
2014-03-18,68.76,69.6,68.3,69.19,40827000.0
2014-03-17,68.18,68.95,66.62,68.7399,52197000.0
2014-03-14,68.49,69.43,67.46,67.72,48227000.0
2014-03-13,71.29,71.35,68.15,68.83,57091000.0
2014-03-12,69.86,71.35,69.0,70.8799,46340500.0
2014-03-11,72.5,72.59,69.96,70.1,59408300.0
2014-03-10,70.77,72.15,70.51,72.03,59871600.0
2014-03-07,71.08,71.18,69.47,69.8,38927000.0
2014-03-06,71.88,71.89,70.25,70.84,46026500.0
2014-03-05,69.69,71.97,69.62,71.57,74567700.0
2014-03-04,68.66,68.9,67.62,68.8,42013500.0
2014-03-03,66.96,68.05,66.51,67.41,56824100.0
2014-02-28,69.47,69.88,67.38,68.46,66783700.0
2014-02-27,69.34,70.01,68.87,68.94,41653700.0
2014-02-26,70.19,71.22,68.85,69.26,55322700.0
2014-02-25,70.95,71.0,69.45,69.85,52077000.0
2014-02-24,68.74,71.44,68.54,70.78,76620300.0
2014-02-21,69.69,69.96,68.45,68.59,70932400.0
2014-02-20,67.73,70.11,65.727,69.63,130928900.0
2014-02-19,67.05,69.08,67.0,68.06,62087100.0
2014-02-18,66.94,67.5397,66.07,67.3,43809900.0
2014-02-14,67.5,67.58,66.72,67.09,36694900.0
2014-02-13,64.18,67.33,64.05,67.33,61911700.0
2014-02-12,64.92,65.06,64.05,64.45,47282100.0
2014-02-11,63.75,65.0,63.35,64.851,45675600.0
2014-02-10,64.3,64.49,63.473,63.548,43666100.0
2014-02-07,62.27,64.57,62.22,64.32,60704300.0
2014-02-06,61.46,62.78,61.46,62.16,42086500.0
2014-02-05,62.74,63.16,61.27,62.19,51685100.0
2014-02-04,62.05,63.14,61.82,62.75,45985500.0
2014-02-03,63.03,63.77,60.7,61.48,74866600.0
2014-01-31,60.47,63.37,60.17,62.57,87794600.0
2014-01-30,62.12,62.5,60.46,61.08,150178900.0
2014-01-29,54.61,54.95,53.19,53.53,92995600.0
2014-01-28,54.02,55.28,54.0,55.14,48191200.0
2014-01-27,54.73,54.9401,51.85,53.55,73924100.0
2014-01-24,56.15,56.42,54.4,54.45,55200700.0
2014-01-23,56.37,56.68,55.6855,56.63,47951800.0
2014-01-22,58.85,59.31,57.1,57.51,61352900.0
2014-01-21,56.6,58.58,56.5,58.51,48669200.0
2014-01-17,57.3,57.82,56.07,56.3,40849200.0
2014-01-16,57.26,58.02,56.83,57.19,34541800.0
2014-01-15,57.98,58.57,57.27,57.6,33663400.0
2014-01-14,56.46,57.78,56.1,57.74,37503600.0
2014-01-13,57.91,58.25,55.38,55.91,63010900.0
2014-01-10,57.13,58.3,57.06,57.94,42449500.0
2014-01-09,58.65,58.96,56.65,57.22,92253300.0
2014-01-08,57.6,58.41,57.23,58.23,56682400.0
2014-01-07,57.7,58.55,57.22,57.92,77207400.0
2014-01-06,54.42,57.26,54.05,57.2,68852600.0
2014-01-03,55.02,55.65,54.53,54.557,38246200.0
2014-01-02,54.83,55.22,54.19,54.71,43195500.0
2013-12-31,54.12,54.86,53.91,54.649,43076200.0
2013-12-30,54.93,55.18,53.43,53.71,68307000.0
2013-12-27,57.48,57.68,55.25,55.44,60466000.0
2013-12-26,58.32,58.38,57.37,57.73,55101000.0
2013-12-24,58.27,58.58,56.91,57.96,46617800.0
2013-12-23,55.5,58.32,55.45,57.77,98297000.0
2013-12-20,54.93,55.15,54.23,55.12,239824000.0
2013-12-19,54.33,55.19,53.95,55.05,89753200.0
2013-12-18,54.86,55.89,53.75,55.57,76003000.0
2013-12-17,54.76,55.18,54.24,54.86,78751000.0
2013-12-16,53.25,54.5,52.91,53.81,85119000.0
2013-12-13,51.66,53.5,51.34,53.32,82641000.0
2013-12-12,51.045,52.07,50.66,51.83,92723000.0
2013-12-11,50.55,50.77,49.01,49.38,65776000.0
2013-12-10,48.64,50.77,48.54,50.245,68479000.0
2013-12-09,48.09,48.97,47.74,48.84,36056000.0
2013-12-06,48.98,49.39,47.71,47.94,42938000.0
2013-12-05,48.15,48.7,47.87,48.34,43855000.0
2013-12-04,46.46,48.77,46.26,48.62,60890000.0
2013-12-03,46.75,47.2,46.29,46.73,32086000.0
2013-12-02,46.9,47.54,46.26,47.06,50774000.0
2013-11-29,46.75,47.21,46.5,47.01,22953900.0
2013-11-27,45.97,46.67,45.53,46.49,44993000.0
2013-11-26,44.66,46.17,43.55,45.89,82016000.0
2013-11-25,46.36,46.65,44.04,44.82,82565000.0
2013-11-22,47.04,47.27,45.96,46.23,40545000.0
2013-11-21,46.99,47.46,46.685,46.7,34886000.0
2013-11-20,46.61,47.55,46.31,46.43,53933000.0
2013-11-19,46.26,47.0,45.72,46.36,75602000.0
2013-11-18,48.47,48.84,45.8,45.83,85910000.0
2013-11-15,49.11,49.48,48.71,49.01,42453000.0
2013-11-14,48.7,49.57,48.03,48.99,75117000.0
2013-11-13,46.23,48.74,46.06,48.71,79245000.0
2013-11-12,46.0,47.37,45.83,46.605,68196000.0
2013-11-11,47.04,47.53,45.73,46.2,80910000.0
2013-11-08,47.81,48.65,47.25,47.53,70731000.0
2013-11-07,49.24,49.87,47.3,47.56,97128000.0
2013-11-06,50.26,50.45,48.71,49.12,67889000.0
2013-11-05,47.79,50.18,47.51,50.105,76835000.0
2013-11-04,49.365,49.75,48.02,48.22,80371000.0
2013-11-01,50.85,52.09,49.72,49.75,95033000.0
2013-10-31,47.155,52.0,46.5,50.205,248809000.0
2013-10-30,50.0,50.21,48.75,49.01,127073000.0
2013-10-29,50.73,50.79,49.25,49.395,102143000.0
2013-10-28,51.54,51.7,49.61,50.229,73472000.0
2013-10-25,53.18,53.24,51.88,51.95,45085000.0
2013-10-24,52.38,52.84,51.5928,52.445,46775000.0
2013-10-23,51.75,52.25,51.13,51.9,57207000.0
2013-10-22,54.33,54.76,52.2,52.675,83204000.0
2013-10-21,54.68,54.81,53.51,53.85,58235000.0
2013-10-18,54.18,54.825,53.6,54.22,88260000.0
2013-10-17,51.12,52.22,50.95,52.21,71522000.0
2013-10-16,50.04,51.24,49.9,51.135,64678000.0
2013-10-15,49.99,51.0,49.18,49.5,81167000.0
2013-10-14,48.31,49.63,47.91,49.51,68781000.0
2013-10-11,49.18,49.87,48.79,49.11,58428000.0
2013-10-10,47.865,49.68,47.83,49.05,99774000.0
2013-10-09,47.375,47.84,45.26,46.77,147297000.0
2013-10-08,50.6,50.6,47.08,47.14,136081000.0
2013-10-07,50.73,51.29,50.4,50.515,57204000.0
2013-10-04,49.77,51.16,49.57,51.04,74447000.0
2013-10-03,50.47,50.72,49.06,49.183,82045000.0
2013-10-02,50.13,51.1,49.95,50.28,62834000.0
2013-10-01,49.97,51.03,49.45,50.42,98114000.0
2013-09-30,50.14,51.6,49.8,50.23,100095000.0
2013-09-27,50.29,51.28,49.86,51.24,81410500.0
2013-09-26,50.01,50.6,49.5,50.39,98220100.0
2013-09-25,49.23,49.54,48.46,49.46,87879700.0
2013-09-24,48.505,49.66,48.16,48.45,136716100.0
2013-09-23,47.28,47.55,46.29,47.19,75177000.0
2013-09-20,46.32,47.6,45.74,47.49,115508400.0
2013-09-19,45.51,46.05,45.23,45.98,63972400.0
2013-09-18,44.84,45.47,44.395,45.23,79317000.0
2013-09-17,42.5,45.44,42.43,45.07,91934600.0
2013-09-16,44.85,44.94,42.43,42.51,70424200.0
2013-09-13,45.04,45.08,43.93,44.31,52765300.0
2013-09-12,45.53,45.62,44.65,44.75,68072300.0
2013-09-11,43.39,45.09,43.11,45.04,72328300.0
2013-09-10,44.24,44.26,43.23,43.6,54540300.0
2013-09-09,44.36,44.79,43.7,44.04,75794700.0
2013-09-06,43.09,44.61,42.4,43.95,117535700.0
2013-09-05,41.79,42.765,41.77,42.66,50035400.0
2013-09-04,42.01,42.17,41.44,41.78,42581900.0
2013-09-03,41.84,42.165,41.51,41.87,48774900.0
2013-08-30,42.025,42.26,41.06,41.294,67735100.0
2013-08-29,40.89,41.78,40.8,41.28,58303400.0
2013-08-28,39.96,40.85,39.88,40.548,57918200.0
2013-08-27,40.68,41.2,39.42,39.64,72695100.0
2013-08-26,40.9,41.94,40.62,41.34,94162400.0
2013-08-23,39.0,40.63,38.93,40.55,86442300.0
2013-08-22,38.37,38.75,38.34,38.55,21931200.0
2013-08-21,38.38,38.85,38.145,38.32,46116900.0
2013-08-20,38.35,38.58,37.69,38.41,57995200.0
2013-08-19,37.43,38.28,37.14,37.81,57609600.0
2013-08-16,36.97,37.49,36.9,37.08,45840800.0
2013-08-15,36.36,37.07,36.0201,36.56,56521100.0
2013-08-14,36.83,37.55,36.62,36.65,48423900.0
2013-08-13,38.24,38.32,36.77,37.019,65379200.0
2013-08-12,38.2,38.5,38.1,38.22,31161000.0
2013-08-09,38.59,38.74,38.01,38.5,43532300.0
2013-08-08,39.13,39.19,38.43,38.54,41301000.0
2013-08-07,38.61,38.94,37.7,38.87,68854800.0
2013-08-06,39.11,39.25,37.94,38.55,63950800.0
2013-08-05,38.43,39.32,38.25,39.189,79994800.0
2013-08-02,37.66,38.49,37.5,38.05,73058500.0
2013-08-01,37.3,38.29,36.92,37.489,106066500.0
2013-07-31,37.96,38.31,36.33,36.8,154828700.0
2013-07-30,35.65,37.96,35.32,37.627,173582800.0
2013-07-29,34.07,35.63,34.01,35.43,124718800.0
2013-07-26,33.77,34.73,33.56,34.01,136028900.0
2013-07-25,33.545,34.88,32.75,34.359,365457900.0
2013-07-24,26.32,26.53,26.05,26.51,82635600.0
2013-07-23,26.1,26.3,25.97,26.13,28221600.0
2013-07-22,25.99,26.13,25.72,26.045,27526300.0
2013-07-19,25.82,26.1077,25.6,25.881,46539700.0
2013-07-18,26.75,26.77,26.12,26.18,24806900.0
2013-07-17,26.37,26.78,26.3,26.65,21518500.0
2013-07-16,26.39,26.75,26.01,26.32,30817600.0
2013-07-15,25.93,26.43,25.65,26.28,24234000.0
2013-07-12,25.74,25.93,25.55,25.91,16537900.0
2013-07-11,25.96,26.0,25.45,25.81,26777400.0
2013-07-10,25.58,25.83,25.47,25.8,26721800.0
2013-07-09,25.07,25.49,25.03,25.48,30387900.0
2013-07-08,24.47,25.04,24.42,24.71,27064600.0
2013-07-05,24.65,24.66,24.2,24.37,20229500.0
2013-07-03,24.22,24.71,24.15,24.52,10404400.0
2013-07-02,24.7,24.77,24.3,24.41,18394100.0
2013-07-01,24.9694,25.0601,24.62,24.81,20582200.0
2013-06-28,24.68,24.98,24.42,24.88,96778900.0
2013-06-27,24.24,24.84,24.21,24.66,34694100.0
2013-06-26,24.51,24.65,23.99,24.16,29890300.0
2013-06-25,24.14,24.43,24.04,24.25,24713200.0
2013-06-24,23.95,24.11,23.38,23.935,40626000.0
2013-06-21,24.59,24.7,24.05,24.53,45833900.0
2013-06-20,24.28,24.745,23.65,23.9,42765600.0
2013-06-19,24.2,25.19,24.1,24.309,31790600.0
2013-06-18,24.09,24.69,24.08,24.21,36709100.0
2013-06-17,23.91,24.25,23.75,24.022,33664500.0
2013-06-14,23.56,23.89,23.26,23.63,30677100.0
2013-06-13,23.72,23.83,23.265,23.73,31189300.0
2013-06-12,24.16,24.26,23.58,23.77,26445800.0
2013-06-11,24.03,24.35,24.0,24.03,29885900.0
2013-06-10,24.06,24.6,23.99,24.33,58393000.0
2013-06-07,23.03,23.4,22.86,23.291,38699200.0
2013-06-06,22.99,23.09,22.67,22.97,31260700.0
2013-06-05,23.35,23.705,22.79,22.899,53819700.0
2013-06-04,23.89,23.93,23.32,23.52,34760800.0
2013-06-03,24.265,24.32,23.71,23.848,35733800.0
2013-05-31,24.63,24.95,24.27,24.348,35925000.0
2013-05-30,24.13,24.779,23.93,24.55,60733200.0
2013-05-29,23.79,23.81,23.26,23.32,64237800.0
2013-05-28,24.54,24.54,23.92,24.1,50079700.0
2013-05-24,24.97,24.97,24.08,24.3125,58727900.0
2013-05-23,24.8,25.53,24.77,25.06,37663100.0
2013-05-22,25.65,25.85,24.92,25.159,45314500.0
2013-05-21,25.87,26.075,25.59,25.66,26261300.0
2013-05-20,26.18,26.19,25.69,25.759,42402900.0
2013-05-17,26.4,26.6,26.2,26.25,29462700.0
2013-05-16,26.48,26.55,25.9,26.13,35499100.0
2013-05-15,26.92,26.99,26.4,26.6,30299800.0
2013-05-14,26.8854,27.28,26.82,27.07,24930300.0
2013-05-13,26.6,27.325,26.531,26.82,29068800.0
2013-05-10,27.14,27.3,26.57,26.68,30847100.0
2013-05-09,27.08,27.55,26.85,27.04,33457200.0
2013-05-08,26.88,27.3,26.65,27.12,34654900.0
2013-05-07,27.55,27.85,26.85,26.889,41259100.0
2013-05-06,28.33,28.46,27.48,27.57,43939400.0
2013-05-03,29.04,29.07,28.15,28.311,58506400.0
2013-05-02,28.0099,29.02,27.98,28.97,104257000.0
2013-05-01,27.85,27.915,27.31,27.43,64567600.0
2013-04-30,27.13,27.85,27.005,27.769,36245700.0
2013-04-29,27.16,27.41,26.86,26.98,29201100.0
2013-04-26,26.6,27.62,26.6,26.85,33018000.0
2013-04-25,26.07,26.4,26.0,26.14,17150000.0
2013-04-24,25.93,26.4,25.8,26.11,19729900.0
2013-04-23,26.215,26.33,25.77,25.98,25191500.0
2013-04-22,25.81,26.36,25.7,25.97,25687600.0
2013-04-19,25.62,25.96,25.33,25.73,20380900.0
2013-04-18,26.82,26.82,25.15,25.69,39059000.0
2013-04-17,26.65,27.2,26.39,26.625,26440600.0
2013-04-16,26.81,27.11,26.4,26.92,27365900.0
2013-04-15,27.16,27.48,26.36,26.52,30275400.0
2013-04-12,28.0,28.0,27.24,27.4,28697400.0
2013-04-11,27.48,28.1,27.25,28.0175,33368500.0
2013-04-10,27.0099,27.84,26.9,27.57,45949400.0
2013-04-09,26.58,26.89,26.42,26.59,21311100.0
2013-04-08,27.19,27.2,26.63,26.849,27256000.0
2013-04-05,26.86,27.8,26.61,27.39,64566600.0
2013-04-04,26.62,27.2301,26.11,27.0725,82016800.0
2013-04-03,25.83,26.39,25.7,26.25,48195200.0
2013-04-02,25.77,26.12,25.3,25.42,35153300.0
2013-04-01,25.63,25.89,25.28,25.53,22249300.0
2013-03-28,26.09,26.17,25.52,25.58,28585700.0
2013-03-27,25.0,26.28,24.72,26.09,52297400.0
2013-03-26,25.08,25.48,25.03,25.205,26957200.0
2013-03-25,25.75,25.8,25.078,25.131,39199000.0
2013-03-22,25.796,26.01,25.63,25.73,18456300.0
2013-03-21,25.66,26.11,25.56,25.74,24336100.0
2013-03-20,26.68,26.69,25.78,25.86,44006500.0
2013-03-19,26.53,26.9,26.21,26.55,25254200.0
2013-03-18,26.37,26.79,25.78,26.49,26653700.0
2013-03-15,27.03,27.06,26.56,26.645,31597400.0
2013-03-14,27.1,27.43,26.83,27.04,27646400.0
2013-03-13,27.62,27.65,26.92,27.08,39619500.0
2013-03-12,28.1,28.32,27.6,27.83,27569600.0
2013-03-11,28.01,28.64,27.83,28.14,35642100.0
2013-03-08,28.425,28.47,27.73,27.96,44198900.0
2013-03-07,27.57,28.675,27.47,28.578,74540200.0
2013-03-06,28.1,28.13,27.35,27.4525,33532600.0
2013-03-05,27.88,28.18,27.21,27.52,40622200.0
2013-03-04,27.76,28.06,27.44,27.72,32400700.0
2013-03-01,27.05,28.1164,26.81,27.78,54064800.0
2013-02-28,26.84,27.3,26.34,27.25,83027800.0
2013-02-27,27.34,27.34,26.63,26.87,44319700.0
2013-02-26,27.36,27.46,26.7,27.39,31611700.0
2013-02-25,27.16,27.64,27.15,27.27,34652000.0
2013-02-22,27.62,27.63,26.82,27.13,36350200.0
2013-02-21,28.28,28.55,27.15,27.283,49642300.0
2013-02-20,28.92,29.05,28.33,28.462,42098200.0
2013-02-19,28.23,29.08,28.12,28.93,49396400.0
2013-02-15,28.52,28.75,28.09,28.32,33109300.0
2013-02-14,28.02,28.63,28.01,28.5,35615800.0
2013-02-13,27.36,28.32,27.31,27.9075,50164000.0
2013-02-12,27.67,28.16,27.1,27.37,93498700.0
2013-02-11,28.61,28.68,28.04,28.26,37361800.0
2013-02-08,28.89,29.17,28.51,28.545,37708800.0
2013-02-07,29.11,29.15,28.27,28.65,34540100.0
2013-02-06,28.74,29.29,28.66,29.05,38375900.0
2013-02-05,28.26,28.96,28.04,28.64,47948200.0
2013-02-04,29.06,29.2,28.01,28.109,92362200.0
2013-02-01,31.01,31.02,29.63,29.73,85856700.0
2013-01-31,29.15,31.47,28.74,30.981,190744900.0
2013-01-30,30.98,31.49,30.88,31.24,87682100.0
2013-01-29,32.0,32.07,30.71,30.79,72976500.0
2013-01-28,31.88,32.5063,31.81,32.469,59682500.0
2013-01-25,31.41,31.93,31.13,31.54,54363600.0
2013-01-24,31.27,31.49,30.81,31.08,43845100.0
2013-01-23,31.1,31.5,30.8,30.82,48899800.0
2013-01-22,29.75,30.89,29.74,30.729,55243300.0
2013-01-18,30.31,30.44,29.27,29.66,49631500.0
2013-01-17,30.08,30.42,30.03,30.14,40256700.0
2013-01-16,30.21,30.35,29.53,29.85,75332700.0
2013-01-15,30.64,31.71,29.88,30.1,173242600.0
2013-01-14,32.08,32.21,30.62,30.9475,98892800.0
2013-01-11,31.28,31.96,31.1,31.72,89598000.0
2013-01-10,30.6,31.45,30.28,31.3,95316400.0
2013-01-09,29.67,30.6,29.49,30.59,104787700.0
2013-01-08,29.51,29.6,28.86,29.0607,45871300.0
2013-01-07,28.69,29.79,28.65,29.4213,83781800.0
2013-01-04,28.01,28.93,27.83,28.76,72715400.0
2013-01-03,27.88,28.47,27.59,27.77,63140600.0
2013-01-02,27.44,28.18,27.42,28.0,69846400.0
2012-12-31,26.2,26.99,26.11,26.6197,60374500.0
2012-12-28,25.48,26.11,25.15,25.9112,56574800.0
2012-12-27,26.55,26.8,25.52,26.05,43481700.0
2012-12-26,27.03,27.18,26.375,26.51,33175400.0
2012-12-24,26.5,26.96,26.2,26.93,28230100.0
2012-12-21,26.66,27.01,26.12,26.26,54555200.0
2012-12-20,27.49,27.6,27.13,27.36,35574800.0
2012-12-19,27.83,28.22,26.95,27.41,61390300.0
2012-12-18,26.96,27.91,26.9,27.71,60512900.0
2012-12-17,26.77,27.0,26.32,26.75,57742500.0
2012-12-14,28.18,28.33,26.76,26.812,91631600.0
2012-12-13,27.59,28.75,27.43,28.24,81051600.0
2012-12-12,28.0,28.14,27.37,27.5801,46704200.0
2012-12-11,28.07,28.24,27.66,27.98,77099100.0
2012-12-10,27.17,28.17,27.1,27.84,50608500.0
2012-12-07,27.07,27.78,26.84,27.485,51751900.0
2012-12-06,27.68,27.75,26.82,26.97,46001500.0
